"[Info]"
"Product";"Version";"Host";"Timestamp";"Author";"Connection";"Application"
"FngArchiv";"5.0.0";"CTPC06603";"2020-10-30 11:10:18";Manager;"CTPC06603";"Control"
"AdysTech.InfluxDB.Client.Net";"0.6.9.0"
2020-10-27 16:17:04;0.268232137796296;1899-12-30 05:14:28;"";"";"";"";"";17.8205940353394;"";"";"";6.0000005364418;"";"";"";6.0000005364418;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.304;8.218;"";"";"";"";"";"";"";"";"";"";"";"";"";75.7920663343992;"";"";35.3228259795159;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:17:34;0.268579527295139;1899-12-30 05:14:58;"";"";"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.255;"";"";"";"";"";"";"";"";"";"";-0.348645389080048;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:18:04;0.268926916795139;1899-12-30 05:15:28;"";"";"";"";"";17.8750917342186;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.125;"";"";"";"";"";"";"";"";"";"";-0.246976763010025;"";"";75.8915945181309;"";"";35.4223541632476;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:18:34;0.269274306293981;1899-12-30 05:15:58;"";"";0;100.035263061523;"";17.9295894330978;"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";"";8.129;"";"";"";"";"";"";"";0;0;0;"";"";"";75.9422166114901;3032.30386066437;"";35.4729762566068;"";0;0;0;0;0;"";0;0;0;"";""
2020-10-27 16:19:05;0.269630362474537;1899-12-30 05:16:29;"";"";"";"";30;17.6843519809723;"";"";"";"";"";0;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1000;"";8.058;"";"";"";"";0;"";8.80000019073486;"";"";"";"";"";30;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:19:35;0.269973418633102;1899-12-30 05:16:58;"";"";"";"";"";17.7116000994682;"";12.0000002975464;12;"";6;"";"";"";6;"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";"";999.986633300781;"";"";8.177;"";"";"";"";"";"";"";"";"";"";-0.41950598359108;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";21
2020-10-27 16:20:05;0.270320808131944;1899-12-30 05:17:28;"";"";"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";0;0;"";"";"";"";"";"";"";"";"";"";0;"";"";"";"";"";"";8.248;"";"";"";"";"";"";"";"";"";"";-0.434427976608276;30.0014762878418;"";76.0923668887476;"";"";35.6231265338643;14.683690071106;"";"";"";"";"";40.4692403548833;"";"";"";21;""
2020-10-27 16:20:35;0.270668197630787;1899-12-30 05:17:58;"";"";"";"";"";"";12.1647676986694;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.212;"";"";"";"";"";"";"";"";"";"";-0.434988707304001;"";"";76.1429889821068;"";"";35.6737486272235;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:21:05;0.27101558712963;1899-12-30 05:18:28;17425;4082;"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.84354114532471;"";"";"";"";-0.145702183246613;"";"";"";"";35.6201705932617;"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:21:35;0.271362976628472;1899-12-30 05:18:58;"";"";"";"";"";17.8205940353394;"";"";"";6.0000005364418;"";"";"";6.0000005364418;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.304;8.197;"";"";"";"";"";"";"";"";"";"";-0.411831915378571;"";"";76.2425171658385;"";"";35.7732768109552;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:22:05;0.271710366128472;1899-12-30 05:19:28;"";"";"";"";"";17.8205940353394;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.224;"";"";"";"";"";"";"";"";"";"";-0.383850991725922;"";"";76.2931392593643;"";"";35.8238989044811;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:22:35;0.272057755627315;1899-12-30 05:19:58;"";"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.201;"";"";"";"";"";"";"";"";"";"";-0.129632234573364;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:23:05;0.272405145126157;1899-12-30 05:20:28;"";"";0;100.047019958496;"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";"";8.206;"";"";"";"";0;"";"";0;0;0;-0.419543415307999;"";"";"";3032.30386066437;"";"";"";0;0;0;0;0;"";0;0;0;"";""
2020-10-27 16:23:35;0.272752534625;1899-12-30 05:20:58;"";4082;"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.249;"";"";"";"";-25.2246856689453;"";"";"";"";"";-0.011658787727356;"";"";76.4424315348785;3032.30386066437;"";35.9731911799952;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:24:05;0.273099924123843;1899-12-30 05:21:28;"";4080;"";"";30;17.9295894330978;"";12.0000002975464;12;"";6;0;0;"";6;"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";"";1000.2109375;1000;"";8.268;"";"";"";"";0;"";8.80000019073486;"";"";"";-0.259453177452087;"";30;76.4930536282377;3032.5197687149;"";36.0238132733544;"";"";"";"";"";"";"";"";"";"";"";21
2020-10-27 16:24:35;0.273447313622685;1899-12-30 05:21:58;"";"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";0;0;"";"";"";"";"";"";"";"";"";"";0;"";"";"";"";"";"";8.143;"";"";"";"";"";"";"";"";"";"";-0.525934636592865;30.0076313018799;"";"";"";"";"";14.683690071106;"";"";"";"";"";40.4692403548833;"";"";"";21;""
2020-10-27 16:25:05;0.273794703122685;1899-12-30 05:22:28;"";"";"";"";"";"";12.1647676986694;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.098;"";"";"";"";"";"";"";"";"";"";-0.645313024520874;"";"";76.5925818119694;"";"";36.1233414570861;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:25:35;0.274142092621528;1899-12-30 05:22:58;17425;"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.168;"";"";"";"";"";8.81084156036377;"";"";"";"";-0.282350182533264;"";"";76.6432039054952;"";35.8360786437988;36.1739635506119;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:26:05;0.27448948212037;1899-12-30 05:23:28;"";"";"";"";"";17.5481084647179;"";"";"";6.0000005364418;"";"";"";6.0000005364418;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.302;8.151;"";"";"";"";"";"";"";"";"";"";-0.461566478013992;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:26:35;0.274836871619213;1899-12-30 05:23:59;"";"";"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.136;"";"";"";"";"";"";"";"";"";"";"";"";"";76.7427320892269;"";"";36.2734917343436;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:27:05;0.275184261118056;1899-12-30 05:24:29;"";"";"";"";"";17.8205940353394;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.169;"";"";"";"";"";"";"";"";"";"";-0.484028488397598;"";"";76.7933541825861;"";"";36.3241138277028;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:27:35;0.275531831173611;1899-12-30 05:24:59;"";"";0;99.8941497802734;"";17.657102400589;"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";"";8.304;"";"";"";"";"";"";"";0;0;0;-0.394947201013565;"";"";"";"";"";"";"";0;0;0;0;0;"";0;0;0;"";""
2020-10-27 16:28:05;0.275879220672454;1899-12-30 05:25:29;"";"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.206;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:28:35;0.276226610171296;1899-12-30 05:25:59;"";4080;"";"";30;17.5481084647179;12.1594320854187;12.0000002975464;12;"";6;0;0;"";6;"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";"";1000.19793701172;1000;"";8.25;"";"";"";"";0;"";8.80000019073486;"";"";"";"";"";30;76.9426464581002;3032.5197687149;"";36.4734061032169;"";"";"";"";"";"";"";"";"";"";"";21
2020-10-27 16:29:05;0.276573999670139;1899-12-30 05:26:29;"";"";"";"";"";17.657102400589;12.1701033119202;"";"";"";"";"";"";"";"";0;0;"";"";"";"";"";"";"";"";"";"";0;"";"";"";"";"";"";8.192;"";"";"";"";"";"";"";"";"";"";"";30.0014762878418;"";76.9932685516261;"";"";36.5240281967428;14.683690071106;"";"";"";"";"";40.4692403548833;"";"";"";21;""
2020-10-27 16:29:35;0.276921389168981;1899-12-30 05:26:59;"";"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.22;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:30:05;0.277268778668981;1899-12-30 05:27:29;17425;"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.108;"";"";"";"";"";8.82419776916504;"";"";"";"";-0.366192162036896;"";"";77.0927967353578;"";35.8360786437988;36.6235563804745;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:30:35;0.277616168167824;1899-12-30 05:27:59;"";"";"";"";"";17.4118649484634;"";"";"";6.0000005364418;"";"";"";6.0000005364418;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.302;8.11;"";"";"";"";"";"";"";"";"";"";-0.0984512716531754;"";"";77.143418828717;"";"";36.6741784738337;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:31:05;0.277963557666667;1899-12-30 05:28:29;"";"";"";"";"";17.5753565832138;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.214;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:31:35;0.278310947165509;1899-12-30 05:28:59;"";"";"";"";"";17.5753565832138;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.243;"";"";"";"";"";"";"";"";"";"";-0.101120226085186;"";"";77.2429470124486;"";"";36.7737066575653;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:32:05;0.278658336664352;1899-12-30 05:29:29;"";"";0;99.9647064208984;"";17.9295894330978;"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";"";8.199;"";"";"";"";"";"";"";0;0;0;-0.305115461349487;"";"";77.2935691059745;"";"";36.8243287510912;"";0;0;0;0;0;"";0;0;0;"";""
2020-10-27 16:32:35;0.279005726164352;1899-12-30 05:29:59;"";"";"";"";"";17.8205940353394;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.098;"";"";"";"";"";"";"";"";"";"";-0.387936055660248;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:33:05;0.279353115663194;1899-12-30 05:30:29;"";4080;"";"";30;17.6843519809723;"";12.0000002975464;12;"";6;0;0;"";6;"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";"";999.977966308594;1000;"";8.102;"";"";"";"";0;"";8.80000019073486;"";"";"";-0.25471830368042;"";30;77.3930972895395;3032.5197687149;"";36.9238569346562;"";"";"";"";"";"";"";"";"";"";"";21
2020-10-27 16:33:35;0.279700505162037;1899-12-30 05:30:59;"";"";"";"";"";"";12.1647676986694;"";"";"";"";"";"";"";"";0;0;"";"";"";"";"";"";"";"";"";"";0;"";"";"";"";"";"";8.157;"";"";"";"";"";"";"";"";"";"";-0.47167843580246;29.9953231811523;"";77.4437193830653;"";"";36.9744790281821;14.683690071106;"";"";"";"";"";40.4692403548833;"";"";"";21;""
2020-10-27 16:34:05;0.28004789466088;1899-12-30 05:31:29;"";"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.094;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:34:35;0.280395284159722;1899-12-30 05:31:59;17425;"";"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.154;"";"";"";"";"";8.83709335327148;"";"";"";"";-0.420645713806152;"";"";"";"";35.8360786437988;"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:35:05;0.280742673658565;1899-12-30 05:32:29;"";"";"";"";"";17.4118649484634;"";"";"";6.0000005364418;"";"";"";6.0000005364418;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.305;8.238;"";"";"";"";"";"";"";"";"";"";-0.110589310526848;"";"";77.5931156587555;"";"";37.1238753038722;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:35:35;0.281092049273148;1899-12-30 05:32:59;"";"";"";"";"";17.5753565832138;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.27;"";"";"";"";"";"";"";"";"";"";-0.243461564183235;"";"";77.6437377522813;"";"";37.1744973973981;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:36:05;0.281439438771991;1899-12-30 05:33:29;"";"";"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.259;"";"";"";"";"";"";"";"";"";"";-0.450439661741257;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:36:35;0.281786828270833;1899-12-30 05:33:59;"";"";0;100.023506164551;"";17.3846168299675;"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";"";8.169;"";"";"";"";"";"";"";0;0;0;-0.132737219333649;"";"";77.7441239375897;"";"";37.2748835827064;"";0;0;0;0;0;"";0;0;0;"";""
2020-10-27 16:37:05;0.282134217769676;1899-12-30 05:34:29;"";"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.245;"";"";"";"";"";"";"";"";"";"";-0.414346933364868;"";"";77.7938880293722;"";"";37.3246476744889;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:37:35;0.282481607268519;1899-12-30 05:34:59;"";4080;"";"";30;17.657102400589;"";12.0000002975464;12;"";6;0;0;"";6;"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";"";1000.11901855469;1000;"";"";"";"";"";"";0;"";8.80000019073486;"";"";"";-0.147359177470207;"";30;"";3032.5197687149;"";"";"";"";"";"";"";"";"";"";"";"";"";21
2020-10-27 16:38:05;0.282828996767361;1899-12-30 05:35:29;"";"";"";"";"";17.3846168299675;12.1647676986694;"";"";"";"";"";"";"";"";0;0;"";"";"";"";"";"";"";"";"";"";0;"";"";"";"";"";"";8.236;"";"";"";"";"";"";"";"";"";"";-0.346382141113281;30.0014762878418;"";77.8934162131038;"";"";37.4241758582206;14.683690071106;"";"";"";"";"";40.4692403548833;"";"";"";21;""
2020-10-27 16:38:35;0.283176386267361;1899-12-30 05:35:59;"";"";"";"";"";17.9568375515938;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.024;"";"";"";"";"";"";"";"";"";"";-0.151573717594147;"";"";77.9440383064631;"";"";37.4747979515798;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:39:05;0.283523775766204;1899-12-30 05:36:29;17425;"";"";"";"";17.9295894330978;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.115;"";"";"";"";"";8.85044956207275;"";"";"";"";-0.70709490776062;"";"";"";3032.5197687149;35.8360786437988;"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:39:35;0.283871165265046;1899-12-30 05:36:59;"";"";"";"";"";17.8478436157227;"";"";"";6.0000005364418;"";"";"";6.0000005364418;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.301;8.135;"";"";"";"";"";"";"";"";"";"";-0.314170479774475;"";"";78.0435664901947;3032.63561344147;"";37.5743261353114;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:40:05;0.284218554763889;1899-12-30 05:37:29;"";"";"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.156;"";"";"";"";"";"";"";"";"";"";-0.212563395500183;"";"";78.0941885837206;"";"";37.6249482288373;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:40:35;0.284565944262731;1899-12-30 05:37:59;"";"";"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.214;"";"";"";"";"";"";"";"";"";"";-0.413447290658951;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:41:05;0.284913333762731;1899-12-30 05:38:29;"";"";0;99.8353576660156;"";17.8205940353394;"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";"";8.244;"";"";"";"";"";"";"";0;0;0;"";"";"";78.1937167674522;"";"";37.724476412569;"";0;0;0;0;0;"";0;0;0;"";""
2020-10-27 16:41:35;0.285260723261574;1899-12-30 05:38:59;"";"";"";"";"";17.8205940353394;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.212;"";"";"";"";"";"";"";"";"";"";-0.513448238372803;"";"";78.2443388608114;"";"";37.7750985059282;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:42:05;0.285608112760417;1899-12-30 05:39:29;"";4080;"";"";30;17.5481084647179;"";12.0000002975464;12;"";6;0;0;"";6;"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";"";999.884155273438;1000;"";8.127;"";"";"";"";0;"";8.80000019073486;"";"";"";-0.0752871930599213;"";30;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";21
2020-10-27 16:42:36;0.285955502259259;1899-12-30 05:39:59;"";"";"";"";"";17.4663626473427;12.1701033119202;"";"";"";"";"";"";"";"";0;0;"";"";"";"";"";"";"";"";"";"";0;"";"";"";"";"";"";8.083;"";"";"";"";"";"";"";"";"";"";-0.549501061439514;30.0014762878418;"";"";"";"";"";14.683690071106;"";"";"";"";"";40.4692403548833;"";"";"";21;""
2020-10-27 16:43:06;0.286302891758102;1899-12-30 05:40:29;"";"";"";"";"";17.8205940353394;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.162;"";"";"";"";"";"";"";"";"";"";-0.266654938459396;"";"";78.3936311363256;"";"";37.9243907814423;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:43:36;0.286650281256944;1899-12-30 05:40:59;17425;"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.089;"";"";"";"";"";8.81821060180664;"";"";"";"";-0.139421358704567;"";"";78.4442532298515;"";36.0183334350586;37.9750128749682;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:44:06;0.286997670756944;1899-12-30 05:41:29;"";"";"";"";"";17.8205940353394;"";"";"";6.0000005364418;"";"";"";6.0000005364418;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.298;8.034;"";"";"";"";"";"";"";"";"";"";-0.257639348506927;"";"";"";3032.70202350616;"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:44:36;0.287345060255787;1899-12-30 05:41:59;"";"";"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.129;"";"";"";"";"";"";"";"";"";"";-0.312086910009384;"";"";78.5437814135831;"";"";38.0745410586998;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:45:06;0.28769244975463;1899-12-30 05:42:29;"";"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.189;"";"";"";"";"";"";"";"";"";"";-0.497116506099701;"";"";78.5944035069423;"";"";38.125163152059;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:45:36;0.288039839253472;1899-12-30 05:42:59;"";"";0;99.8235931396484;"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";"";8.285;"";"";"";"";"";"";"";0;0;0;-0.145320057868958;"";"";"";"";"";"";"";0;0;0;0;0;"";0;0;0;"";""
2020-10-27 16:46:06;0.288387228752315;1899-12-30 05:43:29;"";"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.3;"";"";"";"";"";"";"";"";"";"";-0.366312235593796;"";"";78.693931690674;"";"";38.2246913357907;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:46:36;0.288734618251157;1899-12-30 05:43:59;"";4080;"";"";30;17.275621432209;"";12.0000002975464;12;"";6;0;0;"";6;"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";"";999.91015625;1000;"";8.248;"";"";"";"";0;"";8.80000019073486;"";"";"";-0.440347403287888;"";30;78.7445537841999;"";"";38.2753134293166;"";"";"";"";"";"";"";"";"";"";"";21
2020-10-27 16:47:06;0.289082007751157;1899-12-30 05:44:29;"";"";"";"";"";17.6843519809723;12.1647676986694;"";"";"";"";"";"";"";"";0;0;"";"";"";"";"";"";"";"";"";"";0;"";"";"";"";"";"";8.152;"";"";"";"";"";"";"";"";"";"";-0.0773988664150238;29.9953231811523;"";"";"";"";"";14.683690071106;"";"";"";"";"";40.4692403548833;"";"";"";21;""
2020-10-27 16:47:36;0.28942939725;1899-12-30 05:44:59;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.242;"";"";"";"";"";"";"";"";"";"";-0.247838169336319;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:48:06;0.289776786748843;1899-12-30 05:45:29;17425;"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.191;"";"";"";"";"";8.83202743530273;"";"";"";"";"";"";"";78.893846059714;"";36.0183334350586;38.4246057048307;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:48:36;0.290124176247685;1899-12-30 05:45:59;"";"";"";"";"";17.7660977983475;"";"";"";6.0000005364418;"";"";"";6.0000005364418;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.303;8.174;"";"";"";"";"";"";"";"";"";"";"";"";"";78.9444681530732;3032.70202350616;"";38.4752277981899;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:49:06;0.290471565746528;1899-12-30 05:46:29;"";"";"";"";"";17.6843519809723;12.1647676986694;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.193;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:49:36;0.290818955246528;1899-12-30 05:46:59;"";"";"";"";"";17.7933459168434;12.1594320854187;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.085;"";"";"";"";"";"";"";"";"";"";-0.29067200422287;"";"";79.0439963368049;"";"";38.5747559819216;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:50:06;0.29116634474537;1899-12-30 05:47:29;"";"";0;100.011741638184;"";17.8205940353394;"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";"";8.176;"";"";"";"";"";"";"";0;0;0;-0.152942210435867;"";"";79.0946184303307;"";"";38.6253780754475;"";0;0;0;0;0;"";0;0;0;"";""
2020-10-27 16:50:36;0.291513734244213;1899-12-30 05:47:59;"";"";"";"";"";17.8205940353394;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.119;"";"";"";"";"";"";"";"";"";"";-0.599958181381226;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:51:06;0.291861123743056;1899-12-30 05:48:29;"";4080;"";"";30;17.5481084647179;"";12.0000002975464;12;"";6;0;0;"";6;"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";"";1000.10681152344;1000;"";8.156;"";"";"";"";0;"";8.80000019073486;"";"";"";-0.297969102859497;"";30;79.1941466140624;"";"";38.7249062591791;"";"";"";"";"";"";"";"";"";"";"";21
2020-10-27 16:51:36;0.292208513241898;1899-12-30 05:48:59;"";"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";0;0;"";"";"";"";"";"";"";"";"";"";0;"";"";"";"";"";"";8.134;"";"";"";"";"";"";"";"";"";"";"";30.0014762878418;"";79.2447687074216;"";"";38.7755283525383;14.683690071106;"";"";"";"";"";40.4692403548833;"";"";"";21;""
2020-10-27 16:52:06;0.292555902740741;1899-12-30 05:49:29;"";"";"";"";"";17.9023398527145;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.168;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 16:52:36;0.292903292240741;1899-12-30 05:49:59;17425;"";"";"";"";17.5753565832138;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.175;"";"";"";"";"";8.84400177001953;"";"";"";"";-0.384983509778976;"";"";79.3442968911532;"";36.0183334350586;38.87505653627;"";"";"";"";"";"";"";"";"";"";"";""
